south venice	0
southchase	0
southwest ranches	0
sparr	0
spring hill	0
stacey street	0
starke	0
stuart	0
sugarmill woods	1
summer haven	0
sumterville	1
sun city center	0
suncoast estates	1
sunniland	1
sunrise	0
suwannee	1
tallevast	1
tamarac	1
tampa	1
tangelo park	1
tangerine	0
tarpon springs	1
tavares	0
tavernier	1
taylor creek	1
temple terrace	0
tequesta	1
the acreage	0
the meadows	0
the villages	0
theressa	1
thonotosassa	1
three oaks	0
tice	0
tierra verde	0
tildenville	1
timber pines	0
town 'n' country	0
treasure island	0
trilby	1
turnbull	0
union park	0
usher	0
valkaria	1
valrico	1
vamo	0
venice gardens	0
vermont heights	0
verna	0
vero beach	0
vilano beach	1
villano beach	1
villas	0
vineyards	0
wabasso beach	1
wahneta	1
walton	0
wannee	1
warm mineral springs	0
wauchula	1
wedgefield	1
weeki wachee	1
weeki wachee gardens	0
weirsdale	1
wekiwa springs	1
welaka	1
wellborn	1
wellington	0
wesley chapel	0
west bradenton	0
west deland	0
west frostproof	0
west hollywood	0
west lake wales	0
west melbourne	0
west palm beach	0
west park	0
west samoset	0
westchase	0
weston	0
whiskey creek	0
white springs	0
williston highlands	1
willow oak	0
wilton manors	1
wimauma	1
windermere	1
winter beach	0
winter garden	0
winter haven	0
winter park	0
winter springs	0
wiscon	1
worthington springs	1
yalaha	1
yeehaw junction	1
yulee	1
zellwood	1
zephyrhills	1
zolfo springs	1
